"Id nieruchomości","Nazwa dewelopera","Nr KRS","Nr wpisu do CEiDG","Nr NIP","Nr REGON","Nr telefonu","Adres poczty elektronicznej","Nr faxu","Adres strony internetowej dewelopera","Województwo adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Powiat adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera ","Gmina adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Miejscowość adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Ulica adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr nieruchomości adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr lokalu adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Kod pocztowy adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nazwa inwestycji","Adres strony internetowej inwestycji","Województwo adresu lokalu w którym prowadzona jest sprzedaż","Powiat adresu lokalu w którym prowadzona jest sprzedaż","Gmina adresu lokalu w którym prowadzona jest sprzedaż","Miejscowość adresu lokalu w którym prowadzona jest sprzedaż","Ulica adresu lokalu w którym prowadzona jest sprzedaż","Nr nieruchomości adresu lokalu w którym prowadzona jest sprzedaż","Nr lokalu adresu lokalu w którym prowadzona jest sprzedaż","Kod pocztowy adresu lokalu w którym prowadzona jest sprzedaż","Województwo lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Powiat lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Gmina lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Miejscowość lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Ulica lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Nr nieruchomości lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Kod pocztowy lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Rodzaj nieruchomości: lokal mieszkalny dom jednorodzinny","Nr nieruchomości nadany przez dewelopera",Powierzchnia,"Piętro nieruchomości","Liczba pokoi","Stawka VAT (%)",Waluta,"Cena za m2 nieruchomości","Data od której obowiązuje cena za m2 nieruchomości","Cena nieruchomości","Data od której obowiązuje cena nieruchomości","Adres strony internetowej pod którym dostępny jest prospekt informacyjny","Inne świadczenia pieniężne"
2833,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA10,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2834,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA11,0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2835,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA12,0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2836,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA13,0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2837,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA14,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2838,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA15,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2839,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA16,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2840,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA17,0.00,0,X,8,PLN,X,"2025-11-04 00:00",58000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2841,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA18,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2842,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA19,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2843,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA20,0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2844,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA21,0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2845,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA22,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2846,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA23,0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2847,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA24,0.00,0,X,8,PLN,X,"2025-11-04 00:00",41000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2848,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-1),0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2849,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-2),0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2850,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-3),0.00,0,X,8,PLN,X,"2025-11-04 00:00",41000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2851,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-4),0.00,0,X,8,PLN,X,"2025-11-04 00:00",41000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2852,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-5),0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2853,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-6),0.00,0,X,8,PLN,X,"2025-11-04 00:00",39000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2854,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-7),0.00,0,X,8,PLN,X,"2025-11-04 00:00",39000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2855,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-8),0.00,0,X,8,PLN,X,"2025-11-04 00:00",39000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2856,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-9),0.00,0,X,8,PLN,X,"2025-11-04 00:00",39000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2857,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-10),0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2858,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-11),0.00,0,X,8,PLN,X,"2025-11-04 00:00",41000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2859,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-12),0.00,0,X,8,PLN,X,"2025-11-04 00:00",41000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2860,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-13),0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2861,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-14),0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2862,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-15),0.00,0,X,8,PLN,X,"2025-11-04 00:00",50000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2863,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-16),0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2864,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-17),0.00,0,X,8,PLN,X,"2025-11-04 00:00",41000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2865,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-18),0.00,0,X,8,PLN,X,"2025-11-04 00:00",41000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2866,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-19),0.00,0,X,8,PLN,X,"2025-11-04 00:00",39000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2867,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HA(-20),0.00,0,X,8,PLN,X,"2025-11-04 00:00",39000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2868,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HB1,0.00,0,X,8,PLN,X,"2025-11-04 00:00",41000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2869,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HB2,0.00,0,X,8,PLN,X,"2025-11-04 00:00",44000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2870,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HB3,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2871,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HB4,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2872,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HB5,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2873,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HB6,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2874,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Miejsce postojowe podziemne",HB7,0.00,0,X,8,PLN,X,"2025-11-04 00:00",48000.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
